Clean Plaintiff,Plaintiff Type,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
SILVER MEDICAL PC,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RADIOLOGY GROUP NB PA,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIVER DRIVE SURGERY & LASER C E,Medical,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
WESTWOOD ANESTESIA A SSOC,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JOHN T MATHER MEMORI HOSPITAL,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHESTER DENTAL ASSOCAITE S,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENTAL STUDIES INSTI TUTE INC,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCEAN ANESTHESIA GR,Medical,0,0,0,0,5,8,5,1,4,1,0,0,0,0,0,0
MAHWAY VALLEY ORTHOP EDIC,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SURGERY ANESTHESIA,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSOCIATED RADIOLOGI ST,Medical,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0
DIAGNOSTI IMAGING,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIMBAL MEDICAL CTR,Medical,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DIAGNOSTIC IMAGING/L AMPASSI,Medical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HAND SURGERY&REHABIL ITATION,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Expediter Inc,Collection Agency,0,0,63,924,227,1,0,0,0,0,0,0,0,0,0,0
PROGRESSIVE DENTAL C ARE,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENGLEWOOD SURGICAL A SSOC PA,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMMERDALE DIAGNOSTI C/BERENSO N,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N/JERSEY SURGIC SPEC,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
INTERIM HEALTH CARE SVCS,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAGNSTC IMAGING,Medical,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAVIEW ORTHOPAEDICS /TIGHE,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PENNSAUKEN MEDICAL R EHB,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOMERSET ORTHOPEDIC ASSOC., P A",Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NEW JERSRY ANESTHESI A,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HEALTHPLUS DENTAL CE NTER,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HAND SURGERY & REHAB CNTR,Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CENTER FOR DENTAL& O RAL HEALT H,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OIM RADIOLOGICAL GRO,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SURGICAL ASSOC OF CE NTRAL NEW,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PARIPPANY DENTAL CAR E,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYMPHONY DIAGNOSTIC SERV NO 2,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANIMAL HOSPITAL AT P OETS,Misc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MMC FACULTY PRACTICE SURGICAL,Medical,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ORTHOPAEDIC HAND SPC,Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COOPER HOSPITAL UNIV MED CNTR,Medical,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
LASER & SKIN SURGERY CENTER O F,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
THEHOSPITAL CENTER A T ORANGE,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P.G.H. ANESTHESIOLOG Y GROUP P A,Medical,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
OCEAN ORTHOPEDIC ASC,Medical,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0
NATURAL HEALTHCARE C ENTER,Medical,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
SEASHORE ANESTHIA AS SOC,Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ST. JOSPEH'S HOSPITA L,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDICAL CENTER OF OCEAN CNT Y,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ST MICHAELS CATHEDRA L HOSPITA L,Medical,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0
EASTERN DENTAL CTR O F OLD BRI D,Medical,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TTHE HOSPITAL CENTER AT ORANG E,Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
INLINE HEALTHCARE/CA LDONA,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PENNSAUKEN MEDICAL/A VILEZ,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARLIN RADIOLOGY ASSOC.,Medical,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDICAL CENTER OF OC,Medical,0,4,3,0,0,0,0,6,1,4,0,2,1,0,0,0
EASTERN DENTAL HAMILTON,Medical,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOBILE DIAGNOSIC TES TING,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OCEAN FAMILY DENTAL ORTHODONT I,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLASTIC SURGERY ASSO CIATES PA,Medical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OCEAN ORTHOPEDICS AS SOCIATES,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HEIGHTS DENTAL ASSOC S,Medical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHERRY HILL IMAGING,Medical,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0
"ABADENTAL, L.L.C.",Medical,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
EASTERN DENTAL CENTE R OF OB,Medical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AIMS DIAGNOSTIC IMAG ING (CHER I,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLUMBIA ANESTHESIA PAIN ASSO C,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SALL MAYERS MEDICAL ASSO,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOMERSET ORTHOPEDIC ASSOCS PA,Medical,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0
INTERIM HEALTH CARE MIDDLESEX,Medical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FREEDOM MEDICAL/FRAN KENFIELD,Medical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRINCETON ANESTHSIA SERV,Medical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SURGERY ANESTHESIA A SSOC,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADVANCED ANESTHESIA,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMS RIVER MEDICAL,Medical,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0
FREEDOM MEDICAL SUPP LY/LODATO,Medical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHREWSBURY DENTAL AS SOCIATES,Medical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COASTAL SURGICAL ASS OCIATES,Medical,0,0,0,0,0,0,0,0,0,0,0,0,3,40,4,0
CARUSO MEDICAL BILLI NG,Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ANESTHESI A PEDIATR I,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ST. PETERS UNIVERSIT HOSPITAL,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEDICAL CENTER PRINC ETON,Medical,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A R G ANESTHESIA ASS OC,Medical,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ST JOHN S RIVERSIDE HOSPITAL,Medical,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HILLSBOUROUGH RADIOL OGY,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORAL AND MAXILLOFACI AL ASSOCI,Medical,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORTHOPEDIC & JOINT,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INSOMNIA MEDICAL STA FFING,Medical,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
ST PETER S UNIVERSIT Y HOSPITA L,Medical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHILDREN'S HOSPITAL MED GROUP A,Medical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MONTCLAIR RADIOLOGY ASSO,Medical,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRINCETON ORTHOPEDCS,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCB DENTAL P.A.,Medical,0,2,3,0,0,11,3,0,1,0,0,0,0,0,0,0
MONMOUTH DIAGNOSTIC IMAGING P A,Medical,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AMBOY ANESTHESIA ASSOC,Medical,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0
FERGUSON DENTAL ASSO CIATES,Medical,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
NO ESSEX IMAGING CO,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH ESSEX IMAGING CENTER,Medical,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GARDEN STATE ORTHOP/ HARPER,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C J ELECTRO DIAGNOST IC LAB,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EAST BERGEN IMAGING/ CHIZHIKOV A,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
INTERIM HEALTH CARE SO JERSEY,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UNITED HOSPITAL MED CT,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEDICATED DENTAL CAR E SERV,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACMC ANESTHESTIONALO GIST,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ST PETERS MEDICAL CE NTER,Medical,62,79,20,4,3,0,0,0,0,0,0,0,0,0,0,0
CHILDRENS HOSPITAL M ED GROUP,Medical,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
NORTH JERSEY SURGIC AL,Medical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PEDIATRIC ORTHOPEDIC S P.C.,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE MARTINO DENTAL AS SOCIATES,Medical,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HAMILTON ORTHOPADIC ASS,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DARBY DENTAL SUPPLY,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EYE DIAGNOSTIC SURG,Medical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMAGING CENTER AT MO NTVILLE,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
WOMENS HEALTH CARE ASSOCIATE S,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WOMEN'S HEALTH CARE ASSOCIATE S,Medical,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HO HO KUS DENTAL ASS OC,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MERCER-BUCKS ORTHOPE DICS,Medical,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
ZIMMET HEALTHCARE SE RVICES,Medical,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
AMCM ANESTHESIOLOGIS TS,Medical,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
BARTLEY HEALTHCARE N URSING,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH JERSEY DIAGNOS,Medical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R & S DENTAL ASSOCIA TES,Medical,0,0,2,2,1,2,4,1,0,0,0,0,0,0,0,0
PREAKNESS RADIOLOGIC ASSOC,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAYAL ORTHOPEDIC CEN TER PC,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSOCIATED SURGICAL CONSULTAN T,Medical,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOURDES ANESTHESIA A SSOC PA,Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIDGE MEDICAL ASSOCI ATES,Medical,0,1,0,0,0,0,0,2,0,0,0,0,6,0,0,0
RINKO ORTHOPEDIC,Medical,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0
NORTH JERSEY PEDIARI C ORTHOPE D,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRI COUNTY ORTHOPAED IC/MCTERN A,Medical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JAMES STREET SURGICA L ALLIED,Medical,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HOSPITAL UNIVERSITY OF PENN,Medical,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PALISADE SURGICAL AS SOCIATES,Medical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DOCTORS CARE MEDICAL AND HOLI S,Medical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRIELLE HILLS DENTAL GROUP,Medical,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCER MEDICAL CENTER,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAHWAH VALLEY RADIOL OGY,Medical,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0
FAIRWAY MEDICAL SERV /GIBBS,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Monogram Credit - GE,Major Bank,1050,1154,1710,1164,1164,601,1009,1477,1512,255,0,0,0,0,0,0
SILVERTON MEDICAL CE NTER,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDICAL DIAGNOSTIC A SSOCIATES P,Medical,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRENTON ANESTHESILGY ASSOC,Medical,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOUCESTER CO ANIMAL HOSPITAL,Misc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDICAL EXPRESS,Medical,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
SO JERSEY RADIOLOGY,Medical,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
ORADELL HEALTH CARE CENTER,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STONE CENTER OF NJ, NJ ANESTH E",Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UNIVERSITY ORTHOPEDI C ASSO,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAMILY DENTAL CARE,Medical,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
ORTHOPAEDIC&JOINT RECONSTRU,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SUMMIT ORAL & MAXILL SURGERY,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
THE SCHOOL OF MEDICA L TECHOLO G,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NEPTUNE ORTHOPEDICS,Medical,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0
ROYAL DENTAL LAB,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL DENTAL CARE,Medical,0,0,0,0,0,0,0,0,1,0,4,0,2,0,1,0
N JERSEY ANESTHESIA ASSOC,Medical,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HEALTH NET MEDICAL G ROUP,Medical,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAND SURGERY & REHAB ILITION,Medical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GREENVILLE HOSPITAL,Medical,20,11,7,5,3,0,1,0,2,0,0,0,0,0,0,0
WESTWOOD ANESTHESIA ASSN,Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIDGE PAIN AND ANEST HESIOLOGY,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALIDADES MEDICAL CTR,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JJERSEY SHORE MEDICA L CENTER,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL/MYERS MEDICAL A SSOC PA,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEANECK RADIOLOGY CE NTER,Medical,21,22,26,17,1,16,8,0,0,2,5,1,2,0,0,0
LIBERTY ANESTHESIA & PAIN MGN T,Medical,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
PRIMARY CARE MEDICAL GROUP,Medical,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0
FREEDOM MEDICAL SUPP LY/FRIEDW A,Medical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DERMATOLOGY AND SKIN SURGERY,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIERSON DENTAL ASSOC IATION,Medical,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
INTERIM HEALTH CARE,Medical,3,5,5,2,2,5,9,2,2,3,2,0,0,0,0,0
CENTRAL JERSEY ELECT RO DIAGNO,Medical,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
MILLBURN SURGICIAL A SSOCIATES,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SOMERSET AMBULTORY S URGICAL,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUDSON REHABILTATION MEDICAL C,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAGNOSTIC IMAGING/B ENIQUE,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CEDAR BRIDGE DENTAL,Medical,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
MORRISTOWN ORTHOPED,Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIDGEFIELD DENTAL AS SOCIATES,Medical,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANESTESIA MANAGEMENT ASSOCIATE S,Medical,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
N.BRUNSWICK EMERGENC MEDICAL A,Medical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AMBULATORY CARE CENT ER PA,Medical,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BAYOONE MEDICAL CENT ER,Medical,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
THE PLASTICE SURGERY GROUP,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PARAMUS SURGICAL CEN TER A-K,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EASTON ORAL & MAXILL OFACIAL S U,Medical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MONTVILLE DENTAL ASS OCIATES,Medical,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
EASTERN DENTAL OF NO ROTHFIELD,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEDICAL ARTS PRESS Q UILL,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EAST. DENTAL OF LAUR EL SPRING S,Medical,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CATHEDRAL HEALTHCAR E SYSTEM,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST. JOSEPH HOSPITAL & MED CTR,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREEDOM MEDICAL SUPP LY/MARCHI A,Medical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MONROE COUNTY SURGIC AL ASSOCI A,Medical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VAN GROUW ORTHOPEDIC ASSOC,Medical,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SADDLE BROOK DENTAL CENTER,Medical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AMBULATORY ANESTHEIS A NJ PC,Medical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MCKENNA PROFESSIONAL IMAGING,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSOCIATED DENTAL TE CHNICIANS,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAST BERGEN IMAGING/ ORIHUELA,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
REGIONAL IMAGING ASS OCIATES,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENTAL CENTER OF AME RICA,Medical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORTHOPAEDIC ASSOC OF WOODBURY,Medical,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULTI-CARE AMBULANCE SERVICE,I N",Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERLIN MEDICAL ASSOC IATES/NES S,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ST PETERS MEDICAL CE N,Medical,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNIVERSIY SURGICAL A SSOC,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BERGEN PASSAIC CATAR CT SURGER Y,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
POST ACUTE MEDICAL,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ANESTHESIA ASSOCIATE S OF N J,Medical,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
VERNON VALLEY DENTAL SVC PA,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SOUTH JERSEY ORAL & MAXILLOFA C,Medical,0,0,0,0,0,5,0,0,0,2,3,1,4,0,0,0
MILLENNIUM ANESTHESI A ASSOCIA,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KEARNY DENTAL ASSOC P.A.,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C&H MEDICAL SUPPLY I NC,Medical,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DOCTORS INN MEDICAL CENTER,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MAY STREET SURGICAL CENTER,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TC DENTAL PA,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE FAMILY MEDICAL CTR,Medical,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
HUDSON DENTAL ASSOC,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADVANCED SURGICAL AS OCIATES,",Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MED DIAGNOSTIC ASSOC,Medical,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
HOSPITAL OF UNIVERSI TY OF PEN,Medical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANKER DENTAL ASSOCI ATES PA,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ALLIED HEALTHCARE,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SMP HOSPITALITY LLC,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESSEX SURGERY CENTER , LLC",Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SOUTH ORANGE ANIMAL HOSPITAL,Misc,1,0,0,0,5,0,1,1,2,0,0,0,0,0,0,0
NJ ANESTHESIA ASSOC.,Medical,0,0,0,1,0,1,0,6,9,0,0,0,0,0,0,0
OCCIDENTALE EMILIO,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED HOSPITAL,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACIFICSHORESHOSPITA L,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEARL DENTAL STUDIO INC,Medical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TINTON FALLS DENTAL,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CAPE ORTHOPAEDIC ASS OC,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TRENTON ORTHOPAEDIC GROUP P A,Medical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPE HEALTH ANESTHES IA,Medical,0,1,0,1,5,1,0,0,0,0,2,0,0,1,0,0
CERTIFIED DENTAL ALL OYS INC,Medical,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BAYONE HOSPITAL,Medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEAVIEW ORTHOPAEDICS /KIRGAN,Medical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N W SURGICAL ASSOCIA TES,Medical,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0
T RIVER SURGERY CTR,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEDICAL CONSULTANTS OF NJ PC,Medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QUALITY DENTAL ASSOC IATES PA,Medical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CARTERET COMPREHENSI MEDICAL C,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NJ DENTAL SCHOOL-DEP T OF ORTH O,Medical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ALLCARE MEDICAL AND REHABILIT A,Medical,0,0,0,0,0,1,0,14,3,1,0,2,10,2,0,0
CARDIOTHORACIC ANEST HESIA GRP,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
METHODIST HOSPITAL D IV THOMAS,Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COLUMBIA UMC ANESTHE SIA SRVC,Medical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GENERAL SURGICAL ASS OCIATES P A,Medical,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0
